,real_price
42976,42.49
42977,47.03
42978,46.4
42979,46.87
42980,47.37
42981,48.53
42982,48.22
42983,44.86
42984,47.53
42985,47.5
42986,48.56
42987,47.44
42988,46.21
42989,43.46
42990,42.98
42991,47.17
42992,49.49
42993,50.44
42994,50.44
42995,50.92
42996,50.35
42997,47.53
42998,47.59
42999,50.09
43000,50.89
43001,50.59
43002,50.56
43003,50.4
43004,50.37
43005,50.0
43006,49.15
43007,50.48
43008,47.89
43009,46.38
43010,46.1
43011,45.35
43012,45.89
43013,46.14
43014,47.19
43015,49.24
43016,72.28
43017,76.84
43018,51.49
43019,50.33
43020,50.11
43021,49.34
43022,49.06
43023,47.17
43024,42.1
43025,47.91
43026,49.91
43027,50.41
43028,50.59
43029,48.74
43030,46.94
43031,35.21
43032,46.52
43033,46.15
43034,46.12
43035,46.14
43036,43.56
43037,45.74
43038,51.08
43039,61.64
43040,60.04
43041,60.83
43042,56.05
43043,58.01
43044,53.79
43045,51.15
43046,51.37
43047,51.68
43048,60.91
43049,71.61
43050,52.3
43051,51.88
43052,51.67
43053,58.85
43054,50.07
43055,48.11
43056,39.7
43057,33.47
43058,33.25
43059,45.14
43060,38.07
43061,42.74
43062,43.65
43063,50.99
43064,52.43
43065,50.24
43066,50.36
43067,50.47
43068,50.4
43069,49.82
43070,47.01
43071,45.27
43072,43.43
43073,45.5
43074,45.52
43075,45.42
43076,45.92
43077,43.37
43078,24.09
43079,14.05
43080,24.86
43081,41.08
43082,41.45
43083,41.6
43084,40.55
43085,42.6
43086,45.78
43087,48.53
43088,48.8
43089,49.43
43090,49.26
43091,47.63
43092,46.72
43093,46.61
43094,48.01
43095,49.49
43096,58.91
43097,49.09
43098,46.79
43099,45.17
43100,44.53
43101,43.13
43102,41.9
43103,23.53
43104,5.94
43105,0.51
43106,2.4
43107,0.0
43108,0.0
43109,4.4
43110,32.62
43111,39.13
43112,37.59
43113,39.8
43114,39.87
43115,41.21
43116,39.92
43117,40.32
43118,34.85
43119,22.64
43120,19.68
43121,40.51
43122,40.56
43123,40.39
43124,45.2
43125,43.83
43126,53.57
43127,47.62
43128,49.35
43129,49.32
43130,44.05
43131,41.47
43132,37.09
43133,37.66
43134,39.86
43135,44.15
43136,44.14
43137,44.12
43138,44.32
43139,44.82
43140,44.55
43141,44.49
43142,44.8
43143,44.77
43144,56.4
43145,72.1
43146,48.51
43147,49.45
43148,46.27
43149,45.47
43150,46.83
43151,42.45
43152,40.69
43153,39.64
43154,39.15
43155,39.27
43156,39.42
43157,39.2
43158,38.6
43159,37.88
43160,38.57
43161,38.41
43162,40.09
43163,38.06
43164,38.49
43165,38.59
43166,39.23
43167,39.3
43168,42.92
43169,56.82
43170,45.66
43171,44.41
43172,43.38
43173,39.99
43174,41.07
43175,38.97
43176,39.26
43177,44.06
43178,39.35
43179,39.21
43180,42.42
43181,42.2
43182,41.72
43183,46.06
43184,45.64
43185,44.02
43186,42.77
43187,40.96
43188,40.21
43189,39.16
43190,39.29
43191,39.21
43192,42.56
43193,42.73
43194,42.81
43195,42.78
43196,95.97
43197,53.04
43198,37.83
43199,22.83
43200,19.13
43201,46.49
43202,47.7
43203,33.64
43204,38.2
43205,31.18
43206,25.23
43207,29.74
43208,37.88
43209,38.1
43210,38.9
43211,39.11
43212,39.05
43213,38.15
43214,38.18
43215,39.6
43216,39.29
43217,41.09
43218,40.89
43219,40.43
43220,47.75
43221,41.1
43222,41.39
43223,36.13
43224,30.77
43225,39.94
43226,13.34
43227,18.39
43228,22.83
43229,35.19
43230,38.16
43231,48.47
43232,41.65
43233,66.09
43234,46.63
43235,40.54
43236,51.21
43237,39.1
43238,39.15
43239,39.16
43240,79.02
43241,145.49
43242,72.47
43243,65.43
43244,45.98
43245,53.78
43246,43.59
43247,47.05
43248,65.24
43249,44.41
43250,41.76
43251,41.39
43252,41.47
43253,38.79
43254,57.96
43255,154.05
43256,190.88
43257,137.42
43258,88.88
43259,79.01
43260,86.35
43261,93.0
43262,88.83
43263,66.78
43264,64.35
43265,66.42
43266,94.44
43267,68.82
43268,61.91
43269,41.25
43270,40.53
43271,38.65
43272,40.49
43273,38.92
43274,40.18
43275,35.72
43276,35.66
43277,40.11
43278,53.33
43279,55.4
43280,54.8
43281,60.18
43282,57.96
43283,45.1
43284,41.13
43285,42.11
43286,41.45
43287,36.25
43288,35.35
43289,35.61
43290,35.33
43291,38.67
43292,39.31
43293,36.28
43294,34.03
43295,33.56
43296,34.64
43297,34.1
43298,34.05
43299,34.06
43300,34.02
43301,31.43
43302,34.65
43303,38.29
43304,38.57
43305,35.83
43306,39.29
43307,39.63
43308,40.12
43309,39.89
43310,39.71
43311,39.37
43312,39.88
43313,39.75
43314,35.73
43315,33.26
43316,30.99
43317,29.86
43318,34.61
43319,28.5
43320,20.49
43321,17.34
43322,13.69
43323,14.31
43324,7.29
43325,6.0
43326,10.63
43327,10.27
43328,11.09
43329,19.72
43330,32.27
43331,29.02
43332,34.79
43333,36.61
43334,34.73
43335,22.6
43336,32.05
43337,34.29
43338,37.42
43339,34.31
43340,36.65
43341,35.02
43342,39.79
43343,35.93
43344,27.24
43345,0.72
43346,10.55
43347,14.34
43348,13.65
43349,36.48
43350,60.04
43351,43.56
43352,14.38
43353,7.45
43354,2.79
43355,5.91
43356,11.95
43357,0.0
43358,2.76
43359,4.08
43360,24.98
43361,34.7
43362,36.29
43363,34.66
43364,34.56
43365,33.09
43366,23.51
43367,3.02
43368,2.42
43369,7.58
43370,7.03
43371,14.36
43372,0.6
43373,3.88
43374,18.9
43375,33.1
43376,34.27
43377,36.1
43378,26.52
43379,12.38
43380,10.84
43381,6.61
43382,7.24
43383,19.6
43384,33.46
43385,36.07
43386,35.54
43387,34.42
43388,34.82
43389,37.95
43390,35.21
43391,35.31
43392,44.3
43393,41.13
43394,41.2
43395,37.71
43396,37.69
43397,36.65
43398,35.18
43399,39.58
43400,38.26
43401,38.04
43402,37.27
43403,37.66
43404,40.64
43405,37.49
43406,36.53
43407,35.66
43408,36.14
43409,40.82
43410,37.18
43411,36.76
43412,36.3
43413,36.46
43414,36.17
43415,32.11
43416,36.17
43417,33.04
43418,17.44
43419,14.38
43420,14.31
43421,14.35
43422,33.28
43423,34.24
43424,35.87
43425,35.92
43426,37.17
43427,37.56
43428,38.84
43429,39.54
43430,35.43
43431,33.32
43432,34.27
43433,36.95
43434,36.83
43435,36.24
43436,34.79
43437,36.48
43438,24.7
43439,20.58
43440,20.03
43441,13.35
43442,12.82
43443,1.46
43444,17.05
43445,15.3
43446,25.22
43447,50.21
43448,32.2
43449,40.23
43450,35.62
43451,34.71
43452,34.69
43453,34.88
43454,34.69
43455,34.69
43456,26.7
43457,34.68
43458,40.2
43459,39.97
43460,47.62
43461,46.49
43462,28.6
43463,18.04
43464,12.83
43465,3.75
43466,16.54
43467,36.47
43468,35.79
43469,28.7
43470,27.73
43471,35.29
43472,32.98
43473,34.8
43474,35.71
43475,37.53
43476,39.56
43477,38.83
43478,38.86
43479,38.43
43480,50.18
43481,39.6
43482,39.6
43483,39.57
43484,39.06
43485,43.58
43486,37.39
43487,35.75
43488,38.1
43489,35.67
43490,34.48
43491,35.27
43492,34.33
43493,33.54
43494,29.99
43495,35.92
43496,36.62
43497,39.71
43498,39.75
43499,40.79
43500,43.38
43501,38.91
43502,38.93
43503,38.91
43504,38.85
43505,38.95
43506,39.13
43507,34.8
43508,41.72
43509,45.37
43510,44.62
43511,44.03
43512,40.72
43513,39.53
43514,34.39
43515,34.19
43516,34.15
43517,31.99
43518,36.01
43519,32.14
43520,38.42
43521,39.56
43522,38.95
43523,42.34
43524,39.81
43525,39.38
43526,37.81
43527,33.48
43528,37.66
43529,70.87
43530,52.82
43531,41.47
43532,36.62
43533,38.59
43534,35.24
43535,32.81
43536,34.25
43537,31.09
43538,31.07
43539,30.09
43540,14.38
43541,3.82
43542,17.06
43543,19.79
43544,2.0
43545,34.06
43546,34.02
43547,33.9
43548,33.36
43549,32.16
43550,32.14
43551,24.67
43552,12.59
43553,23.4
43554,12.35
43555,5.3
43556,0.0
43557,0.0
43558,0.0
43559,0.0
43560,-0.11
43561,0.0
43562,0.0
43563,0.0
43564,3.01
43565,32.32
43566,31.25
43567,31.31
43568,36.09
43569,35.99
43570,35.82
43571,26.71
43572,20.78
43573,14.36
43574,29.4
43575,30.02
43576,36.54
43577,36.16
43578,24.61
43579,23.87
43580,27.58
43581,30.53
43582,11.9
43583,3.94
43584,0.47
43585,0.0
43586,0.0
43587,0.0
43588,0.0
43589,3.41
43590,4.44
43591,11.28
43592,20.12
43593,26.58
43594,13.24
43595,12.67
43596,13.29
43597,20.13
43598,8.97
43599,25.07
43600,37.44
43601,39.35
43602,39.51
43603,39.23
43604,37.71
43605,37.65
43606,38.86
43607,37.43
43608,47.3
43609,45.48
43610,42.51
43611,42.34
43612,49.71
43613,46.91
43614,44.36
43615,60.15
43616,58.95
43617,97.45
43618,40.3
43619,39.58
43620,37.81
43621,41.0
43622,41.28
43623,40.73
43624,34.99
43625,38.93
43626,38.27
43627,38.71
43628,39.19
43629,37.35
43630,41.29
43631,33.03
43632,40.6
43633,36.42
43634,34.94
43635,34.17
43636,33.93
43637,36.74
43638,37.03
43639,14.63
43640,15.27
43641,37.57
43642,38.44
43643,39.71
43644,34.07
43645,33.86
43646,33.85
43647,27.95
43648,24.01
43649,25.89
43650,23.4
43651,11.06
43652,10.76
43653,5.98
43654,13.65
43655,13.66
43656,15.67
43657,8.49
43658,10.49
43659,10.47
43660,17.21
43661,8.54
43662,11.28
43663,11.36
43664,14.46
43665,32.27
43666,34.9
43667,33.93
43668,31.8
43669,19.14
43670,14.81
43671,13.35
43672,27.2
43673,33.82
43674,26.08
43675,36.05
43676,41.15
43677,45.89
43678,42.64
43679,23.64
43680,18.25
43681,21.01
43682,49.74
43683,47.17
43684,28.58
43685,12.46
43686,10.29
43687,14.99
43688,27.18
43689,33.07
43690,38.57
43691,38.84
43692,36.99
43693,34.86
43694,37.19
43695,35.67
43696,33.87
43697,36.57
43698,34.82
43699,34.86
43700,37.12
43701,35.29
43702,37.17
43703,32.08
43704,40.81
43705,12.42
43706,26.75
43707,9.92
43708,35.31
43709,26.14
43710,2.16
43711,0.0
43712,9.73
43713,15.71
43714,34.69
43715,34.01
43716,37.57
43717,34.48
43718,38.37
43719,45.24
43720,39.17
43721,39.21
43722,38.66
43723,38.6
43724,39.25
43725,39.34
43726,35.66
43727,30.75
43728,23.88
43729,27.46
43730,16.6
43731,9.33
43732,0.0
43733,2.39
43734,6.95
43735,7.44
43736,17.73
43737,36.17
43738,38.39
43739,38.96
43740,38.58
43741,40.03
43742,39.65
43743,38.38
43744,38.35
43745,40.77
43746,38.21
43747,37.44
43748,38.84
43749,40.78
43750,37.11
43751,33.99
43752,28.03
43753,39.13
43754,39.11
43755,37.75
43756,48.12
43757,32.81
43758,36.88
43759,36.98
43760,37.23
43761,38.69
43762,40.81
43763,39.5
43764,39.18
43765,38.03
43766,37.35
43767,37.42
43768,37.43
43769,38.41
43770,37.25
43771,37.48
43772,37.03
43773,36.91
43774,34.89
43775,40.35
43776,34.56
43777,37.85
43778,41.39
43779,36.99
43780,35.06
43781,35.24
43782,35.03
43783,36.31
43784,35.82
43785,37.1
43786,37.79
43787,36.99
43788,36.81
43789,37.05
43790,35.73
43791,34.81
43792,35.94
43793,37.15
43794,37.13
43795,38.12
43796,36.45
43797,39.69
43798,44.88
43799,36.32
43800,41.41
43801,21.4
43802,29.49
43803,20.35
43804,27.83
43805,14.34
43806,8.23
43807,29.31
43808,36.19
43809,35.49
43810,33.62
43811,36.68
43812,35.22
43813,35.22
43814,30.26
43815,36.21
43816,32.88
43817,39.51
43818,35.79
43819,35.66
43820,36.04
43821,33.17
43822,26.11
43823,29.43
43824,32.18
