,real_price
38980,5.59
38981,14.34
38982,12.74
38983,11.49
38984,13.33
38985,27.69
38986,31.34
38987,31.77
38988,31.63
38989,30.99
38990,31.09
38991,31.34
38992,30.62
38993,31.47
38994,31.05
38995,30.78
38996,30.79
38997,30.18
38998,30.66
38999,36.36
39000,16.54
39001,5.39
39002,0.0
39003,6.53
39004,0.54
39005,0.0
39006,3.19
39007,16.86
39008,27.18
39009,27.8
39010,27.84
39011,28.1
39012,31.63
39013,30.64
39014,28.47
39015,28.02
39016,27.45
39017,27.78
39018,27.93
39019,27.89
39020,27.92
39021,23.76
39022,12.16
39023,4.91
39024,13.72
39025,11.81
39026,0.0
39027,0.0
39028,11.92
39029,5.4
39030,20.06
39031,21.65
39032,14.49
39033,14.39
39034,6.78
39035,0.0
39036,9.01
39037,0.0
39038,6.25
39039,0.0
39040,10.82
39041,5.91
39042,6.78
39043,14.39
39044,16.23
39045,20.78
39046,13.5
39047,5.88
39048,0.0
39049,0.0
39050,0.0
39051,0.0
39052,-0.76
39053,6.26
39054,29.44
39055,27.33
39056,20.06
39057,22.81
39058,26.24
39059,21.49
39060,11.32
39061,1.1
39062,14.37
39063,16.05
39064,27.64
39065,24.74
39066,25.02
39067,14.39
39068,30.43
39069,25.69
39070,23.61
39071,14.64
39072,15.9
39073,13.77
39074,7.11
39075,12.42
39076,14.48
39077,24.36
39078,19.62
39079,21.55
39080,27.67
39081,28.41
39082,28.84
39083,28.06
39084,18.64
39085,24.96
39086,27.1
39087,26.6
39088,28.9
39089,28.39
39090,28.33
39091,31.02
39092,24.25
39093,6.87
39094,0.0
39095,0.0
39096,0.0
39097,0.0
39098,0.0
39099,0.0
39100,0.0
39101,0.0
39102,1.81
39103,19.67
39104,15.85
39105,28.23
39106,23.31
39107,11.51
39108,9.38
39109,13.06
39110,14.4
39111,9.06
39112,7.99
39113,11.27
39114,27.75
39115,32.12
39116,29.34
39117,21.83
39118,13.21
39119,9.66
39120,4.62
39121,17.5
39122,22.03
39123,14.39
39124,0.0
39125,0.0
39126,5.91
39127,25.04
39128,52.16
39129,27.1
39130,14.39
39131,17.33
39132,26.09
39133,28.71
39134,28.97
39135,28.92
39136,29.13
39137,29.71
39138,31.55
39139,31.65
39140,30.96
39141,23.63
39142,17.51
39143,14.36
39144,18.0
39145,26.05
39146,14.36
39147,14.38
39148,8.28
39149,13.7
39150,12.4
39151,20.46
39152,27.15
39153,18.81
39154,28.58
39155,28.25
39156,29.59
39157,29.87
39158,30.97
39159,31.45
39160,32.8
39161,32.19
39162,32.01
39163,33.02
39164,31.81
39165,30.1
39166,45.42
39167,46.81
39168,22.76
39169,7.31
39170,4.42
39171,0.0
39172,0.0
39173,0.0
39174,13.41
39175,25.87
39176,19.8
39177,23.33
39178,28.69
39179,56.35
39180,28.37
39181,22.8
39182,25.74
39183,28.37
39184,14.39
39185,14.36
39186,8.8
39187,14.21
39188,12.3
39189,10.97
39190,0.5
39191,0.0
39192,0.0
39193,0.4
39194,3.25
39195,4.37
39196,2.68
39197,11.66
39198,22.34
39199,14.39
39200,24.63
39201,27.52
39202,27.54
39203,20.6
39204,26.17
39205,19.26
39206,14.38
39207,14.37
39208,13.77
39209,21.53
39210,19.19
39211,26.97
39212,26.24
39213,16.11
39214,10.26
39215,5.86
39216,3.61
39217,0.0
39218,0.0
39219,1.19
39220,13.68
39221,22.82
39222,12.26
39223,19.13
39224,32.12
39225,23.75
39226,30.17
39227,14.38
39228,10.37
39229,6.1
39230,1.21
39231,6.54
39232,13.1
39233,16.03
39234,14.37
39235,14.92
39236,19.64
39237,20.43
39238,4.08
39239,0.0
39240,0.0
39241,0.0
39242,0.0
39243,0.0
39244,0.0
39245,0.0
39246,0.47
39247,5.9
39248,0.0
39249,0.0
39250,1.41
39251,10.25
39252,14.38
39253,18.34
39254,113.9
39255,30.32
39256,25.26
39257,28.95
39258,25.39
39259,36.33
39260,55.19
39261,26.69
39262,13.17
39263,0.61
39264,0.0
39265,0.0
39266,0.0
39267,11.75
39268,10.52
39269,3.39
39270,1.66
39271,13.0
39272,13.25
39273,29.77
39274,33.39
39275,35.42
39276,27.83
39277,13.26
39278,10.81
39279,13.26
39280,21.72
39281,12.62
39282,13.28
39283,24.17
39284,26.18
39285,11.69
39286,7.23
39287,0.0
39288,0.0
39289,0.5
39290,8.07
39291,15.36
39292,27.97
39293,13.24
39294,17.93
39295,19.38
39296,20.48
39297,16.09
39298,13.26
39299,14.4
39300,15.56
39301,24.07
39302,29.14
39303,24.83
39304,24.02
39305,13.26
39306,15.72
39307,21.05
39308,29.1
39309,17.17
39310,6.62
39311,0.41
39312,0.0
39313,0.0
39314,0.0
39315,0.0
39316,0.0
39317,0.0
39318,1.7
39319,11.26
39320,24.05
39321,17.63
39322,13.75
39323,30.65
39324,32.4
39325,33.66
39326,33.62
39327,33.44
39328,33.7
39329,33.17
39330,34.14
39331,34.36
39332,37.21
39333,35.26
39334,33.03
39335,30.93
39336,35.94
39337,35.54
39338,29.19
39339,18.49
39340,1.78
39341,29.92
39342,37.1
39343,76.97
39344,84.68
39345,130.14
39346,201.15
39347,155.65
39348,100.67
39349,109.86
39350,72.34
39351,148.15
39352,188.98
39353,232.79
39354,140.19
39355,56.51
39356,96.42
39357,85.1
39358,72.78
39359,31.98
39360,35.57
39361,32.36
39362,30.52
39363,29.83
39364,27.9
39365,29.79
39366,31.22
39367,35.65
39368,38.62
39369,70.31
39370,64.51
39371,67.11
39372,39.27
39373,39.11
39374,38.93
39375,37.24
39376,40.4
39377,39.39
39378,36.03
39379,38.83
39380,35.9
39381,37.2
39382,32.37
39383,24.31
39384,33.68
39385,24.68
39386,28.62
39387,28.27
39388,16.58
39389,20.33
39390,29.61
39391,35.82
39392,37.58
39393,38.99
39394,39.74
39395,40.95
39396,40.47
39397,41.13
39398,43.25
39399,39.29
39400,37.58
39401,35.55
39402,37.3
39403,33.2
39404,37.73
39405,36.85
39406,38.18
39407,32.74
39408,36.8
39409,40.74
39410,22.1
39411,28.7
39412,26.58
39413,26.02
39414,24.28
39415,29.91
39416,32.44
39417,35.64
39418,37.39
39419,35.98
39420,37.23
39421,34.26
39422,29.0
39423,30.61
39424,13.35
39425,12.11
39426,10.02
39427,13.34
39428,24.74
39429,17.24
39430,15.93
39431,9.12
39432,10.92
39433,6.69
39434,5.26
39435,5.6
39436,5.76
39437,2.42
39438,5.69
39439,6.71
39440,5.77
39441,11.88
39442,13.66
39443,6.96
39444,18.19
39445,8.57
39446,5.32
39447,3.74
39448,5.06
39449,9.1
39450,13.32
39451,13.33
39452,13.37
39453,19.24
39454,11.0
39455,10.93
39456,5.84
39457,5.82
39458,5.38
39459,1.45
39460,5.93
39461,10.44
39462,7.91
39463,13.01
39464,14.36
39465,7.08
39466,28.53
39467,16.63
39468,28.78
39469,14.38
39470,14.37
39471,8.83
39472,15.77
39473,21.36
39474,25.6
39475,25.73
39476,26.37
39477,12.12
39478,20.08
39479,19.15
39480,21.91
39481,14.35
39482,16.67
39483,14.34
39484,10.17
39485,13.75
39486,16.36
39487,30.28
39488,30.09
39489,32.2
39490,26.19
39491,20.07
39492,13.35
39493,16.09
39494,28.9
39495,32.37
39496,37.01
39497,35.99
39498,36.44
39499,37.23
39500,32.67
39501,23.31
39502,12.42
39503,2.67
39504,0.0
39505,2.65
39506,7.4
39507,15.52
39508,14.51
39509,6.7
39510,5.06
39511,19.01
39512,18.51
39513,30.69
39514,31.73
39515,31.1
39516,30.98
39517,27.93
39518,24.94
39519,28.59
39520,28.78
39521,31.07
39522,32.51
39523,31.05
39524,30.23
39525,29.54
39526,25.04
39527,30.23
39528,21.19
39529,12.18
39530,14.39
39531,18.71
39532,17.53
39533,29.71
39534,30.01
39535,34.29
39536,32.48
39537,32.75
39538,34.47
39539,37.35
39540,39.69
39541,36.96
39542,36.6
39543,38.14
39544,32.39
39545,38.08
39546,41.78
39547,50.32
39548,34.43
39549,34.52
39550,32.68
39551,27.19
39552,30.93
39553,31.05
39554,32.13
39555,16.9
39556,18.53
39557,22.44
39558,31.78
39559,31.48
39560,41.13
39561,31.81
39562,31.74
39563,31.81
39564,31.99
39565,34.08
39566,33.13
39567,31.78
39568,31.53
39569,31.72
39570,31.69
39571,33.77
39572,34.33
39573,30.65
39574,13.2
39575,12.3
39576,10.26
39577,27.31
39578,21.5
39579,20.25
39580,14.33
39581,13.76
39582,23.43
39583,26.69
39584,31.12
39585,31.38
39586,31.88
39587,33.29
39588,36.98
39589,38.9
39590,31.63
39591,30.18
39592,29.6
39593,32.33
39594,34.23
39595,31.58
39596,31.22
39597,31.17
39598,25.62
39599,28.26
39600,26.09
39601,23.08
39602,16.72
39603,14.37
39604,14.35
39605,13.64
39606,19.54
39607,12.8
39608,13.37
39609,31.58
39610,31.84
39611,28.02
39612,14.36
39613,14.38
39614,14.38
39615,14.35
39616,19.04
39617,13.37
39618,22.81
39619,20.77
39620,29.39
39621,26.45
39622,17.43
39623,10.28
39624,19.0
39625,14.38
39626,14.35
39627,14.34
39628,14.34
39629,14.35
39630,18.14
39631,15.91
39632,15.48
39633,27.29
39634,19.87
39635,14.34
39636,14.37
39637,14.37
39638,32.83
39639,30.51
39640,33.63
39641,53.06
39642,38.66
39643,27.09
39644,22.96
39645,25.52
39646,20.34
39647,17.63
39648,16.77
39649,19.34
39650,26.26
39651,14.38
39652,14.36
39653,11.33
39654,8.19
39655,23.14
39656,30.47
39657,14.86
39658,14.33
39659,14.35
39660,14.37
39661,20.17
39662,17.18
39663,18.02
39664,14.34
39665,14.35
39666,14.34
39667,23.05
39668,31.53
39669,17.21
39670,26.22
39671,19.72
39672,24.66
39673,22.98
39674,14.34
39675,14.38
39676,14.35
39677,13.85
39678,23.69
39679,30.03
39680,34.49
39681,35.08
39682,35.54
39683,35.6
39684,35.6
39685,35.97
39686,36.52
39687,38.51
39688,47.65
39689,35.83
39690,35.42
39691,35.74
39692,37.99
39693,36.75
39694,35.94
39695,28.37
39696,40.03
39697,35.34
39698,24.05
39699,31.91
39700,17.08
39701,14.19
39702,30.76
39703,33.21
39704,34.01
39705,34.83
39706,36.28
39707,35.24
39708,35.02
39709,35.39
39710,34.27
39711,37.05
39712,38.08
39713,36.46
39714,37.52
39715,37.82
39716,37.47
39717,35.83
39718,33.18
39719,23.28
39720,41.42
39721,40.89
39722,24.44
39723,21.24
39724,14.36
39725,21.92
39726,35.06
39727,35.67
39728,36.27
39729,35.96
39730,36.43
39731,36.99
39732,37.21
39733,37.81
39734,37.86
39735,37.54
39736,41.03
39737,141.68
39738,168.9
39739,39.51
39740,36.23
39741,35.9
39742,35.47
39743,26.49
39744,10.09
39745,7.52
39746,14.45
39747,16.55
39748,14.34
39749,8.24
39750,20.29
39751,32.16
39752,32.13
39753,31.7
39754,33.82
39755,34.28
39756,33.52
39757,34.39
39758,35.9
39759,37.73
39760,37.25
39761,36.31
39762,34.49
39763,32.88
39764,34.71
39765,34.75
39766,33.81
39767,32.02
39768,28.49
39769,32.81
39770,30.71
39771,32.58
39772,14.37
39773,5.28
39774,26.4
39775,34.48
39776,36.52
39777,37.09
39778,36.74
39779,36.52
39780,35.37
39781,36.58
39782,37.07
39783,37.8
39784,37.11
39785,36.51
39786,35.28
39787,38.74
39788,33.49
39789,30.05
39790,19.63
39791,24.12
39792,14.38
39793,25.15
39794,18.71
39795,20.87
39796,14.35
39797,14.34
39798,10.85
39799,17.36
39800,39.95
39801,38.85
39802,32.7
39803,11.85
39804,13.84
39805,16.31
39806,15.8
39807,28.14
39808,34.59
39809,41.68
39810,37.37
39811,42.46
39812,42.31
39813,35.74
39814,17.54
39815,22.32
39816,15.96
39817,16.49
39818,12.55
39819,3.43
39820,1.03
39821,0.49
39822,-2.38
39823,5.29
39824,23.5
39825,30.09
39826,21.36
39827,32.28
39828,33.13
39829,34.93
39830,34.33
39831,36.63
39832,40.47
39833,36.69
39834,36.45
39835,36.99
39836,52.07
39837,37.29
39838,25.62
39839,16.89
39840,30.95
39841,23.37
39842,22.12
39843,14.37
39844,24.84
39845,25.33
39846,34.21
39847,33.45
39848,33.0
39849,34.72
39850,35.95
39851,36.79
39852,38.05
39853,38.83
39854,39.0
39855,37.73
39856,34.24
39857,33.19
39858,32.92
39859,34.19
39860,35.65
39861,35.42
39862,36.64
39863,32.25
39864,29.54
39865,21.13
39866,14.36
39867,17.21
39868,14.36
39869,31.84
39870,33.37
39871,36.51
39872,36.91
39873,37.92
39874,37.94
39875,38.79
39876,38.55
39877,39.08
39878,39.9
39879,39.05
39880,38.91
39881,37.61
39882,36.35
39883,37.51
39884,32.73
39885,24.41
39886,19.62
39887,9.95
39888,0.5
39889,0.54
39890,0.0
39891,8.86
39892,4.45
39893,5.53
39894,10.62
39895,24.04
39896,22.33
39897,14.4
39898,14.4
39899,34.9
39900,35.16
39901,32.79
39902,30.85
39903,34.95
39904,35.13
39905,36.3
39906,37.85
39907,37.25
39908,36.13
39909,28.94
39910,8.99
39911,3.14
39912,4.39
39913,17.65
39914,15.43
39915,15.43
39916,22.46
39917,26.0
39918,27.14
39919,27.78
39920,35.1
39921,31.55
39922,35.11
39923,35.15
39924,35.28
39925,36.54
39926,36.82
39927,38.52
39928,38.74
39929,38.71
39930,38.55
39931,38.17
39932,36.86
39933,34.62
39934,23.46
39935,16.19
39936,13.7
39937,19.35
39938,29.75
39939,33.48
39940,33.26
39941,26.82
39942,31.73
39943,17.48
39944,34.51
39945,34.94
39946,35.21
39947,36.29
39948,36.5
39949,37.55
39950,37.75
39951,38.51
39952,44.55
39953,39.74
39954,39.28
39955,37.93
39956,37.84
39957,36.32
39958,26.13
39959,11.27
39960,3.44
39961,3.0
39962,5.85
39963,0.0
39964,0.0
39965,0.0
39966,0.49
39967,6.46
39968,8.66
39969,12.66
39970,33.72
39971,20.25
39972,14.38
39973,12.29
39974,10.92
39975,5.73
39976,3.04
39977,5.92
39978,10.89
39979,9.61
39980,52.9
39981,58.25
39982,47.05
39983,36.71
39984,14.36
39985,12.47
39986,0.0
39987,10.25
39988,14.36
39989,15.48
39990,20.63
39991,24.05
39992,14.36
39993,24.46
39994,34.06
39995,35.62
39996,35.6
39997,35.24
39998,34.84
39999,38.82
40000,39.25
40001,40.31
40002,39.93
40003,38.71
40004,39.01
40005,35.88
40006,29.84
40007,19.97
40008,9.13
40009,14.35
40010,20.13
40011,15.5
40012,13.76
40013,6.47
40014,34.58
40015,34.3
40016,33.77
40017,34.66
40018,36.35
40019,34.69
40020,39.25
40021,39.58
40022,39.8
40023,40.78
40024,40.93
40025,38.55
40026,42.46
40027,42.16
40028,42.17
40029,37.35
40030,37.67
40031,34.16
40032,23.33
40033,23.31
40034,18.99
40035,14.37
40036,21.58
40037,17.96
40038,16.48
40039,17.24
40040,36.35
40041,36.2
40042,36.19
40043,36.17
40044,36.71
40045,35.56
40046,36.49
40047,40.11
40048,42.4
40049,47.14
40050,38.06
40051,36.93
40052,38.6
40053,36.25
40054,25.07
40055,23.42
40056,22.39
40057,16.26
40058,15.18
40059,23.09
40060,28.04
40061,34.44
40062,31.52
40063,30.05
40064,35.92
40065,35.59
40066,35.25
40067,37.78
40068,37.36
40069,37.25
40070,37.34
40071,38.7
40072,40.26
40073,36.22
40074,38.23
40075,35.76
40076,35.42
40077,35.71
40078,14.71
40079,5.05
40080,6.58
40081,15.85
40082,4.1
40083,0.0
40084,0.0
40085,12.13
40086,19.76
40087,17.57
40088,37.13
40089,34.95
40090,16.78
40091,24.5
40092,35.61
40093,35.04
40094,35.07
40095,35.75
40096,37.66
40097,36.82
40098,37.18
40099,34.79
40100,35.17
40101,34.85
40102,87.87
40103,25.09
40104,14.35
40105,13.77
40106,2.4
40107,0.0
40108,13.66
40109,25.74
40110,37.25
40111,77.47
40112,26.65
40113,37.65
40114,15.75
40115,14.36
40116,15.75
40117,21.24
40118,20.19
40119,7.12
40120,18.79
40121,30.4
40122,34.18
40123,33.29
40124,40.29
40125,23.73
40126,23.12
40127,25.99
40128,7.97
40129,14.37
40130,14.35
40131,13.74
40132,13.67
40133,3.43
40134,1.94
40135,5.71
40136,16.98
40137,36.34
40138,34.91
40139,13.78
40140,14.38
40141,9.67
40142,6.04
40143,5.71
40144,9.08
40145,10.22
40146,14.34
40147,14.38
40148,24.41
40149,31.77
40150,37.62
40151,33.57
40152,14.35
40153,14.34
40154,14.35
40155,14.36
40156,14.34
40157,14.36
40158,10.43
40159,12.98
40160,16.92
40161,37.24
40162,20.2
40163,14.35
40164,13.74
40165,14.34
40166,6.64
40167,5.6
40168,3.8
40169,5.68
40170,9.42
40171,14.37
40172,22.89
40173,9.13
40174,10.82
40175,9.38
40176,9.96
40177,0.0
40178,2.25
40179,1.58
40180,-0.01
40181,-0.2
40182,9.59
40183,13.34
40184,13.29
40185,13.28
40186,13.3
40187,13.3
40188,13.3
40189,15.25
40190,28.42
40191,23.05
40192,31.25
40193,33.16
40194,36.24
40195,32.69
40196,31.75
40197,21.63
40198,22.58
40199,10.68
40200,6.68
40201,0.0
40202,1.64
40203,1.11
40204,8.78
40205,7.73
40206,23.48
40207,28.36
40208,27.0
40209,30.84
40210,31.84
40211,32.25
40212,34.26
40213,26.0
40214,32.37
40215,37.67
40216,37.79
40217,38.68
40218,38.59
40219,38.58
40220,38.22
40221,35.51
40222,31.11
40223,24.79
40224,20.67
40225,17.76
40226,21.04
40227,29.29
40228,24.3
40229,21.07
40230,25.2
40231,27.31
40232,35.03
40233,35.06
40234,35.37
40235,37.13
40236,36.96
40237,38.62
40238,39.5
40239,44.72
40240,50.63
40241,42.05
40242,38.51
40243,37.23
40244,39.28
40245,38.2
40246,37.03
40247,25.42
40248,23.21
40249,25.76
40250,35.74
40251,31.5
40252,29.89
40253,18.65
40254,11.58
40255,34.38
40256,37.08
40257,40.45
40258,40.43
40259,41.14
40260,40.96
40261,42.08
40262,42.67
40263,43.65
40264,50.51
40265,45.66
40266,41.18
40267,36.82
40268,36.91
40269,37.22
40270,36.73
40271,22.42
40272,19.39
40273,22.6
40274,14.38
40275,14.36
40276,17.98
40277,19.39
40278,9.9
40279,34.23
40280,38.25
40281,44.69
40282,44.41
40283,41.54
40284,40.87
40285,40.82
40286,41.18
40287,40.95
40288,42.42
40289,42.16
40290,42.43
40291,42.17
40292,39.55
40293,38.91
40294,37.68
40295,27.38
40296,17.22
40297,23.87
40298,47.82
40299,31.29
40300,29.28
40301,28.89
40302,34.82
40303,33.4
40304,36.43
40305,40.01
40306,42.38
40307,51.11
40308,63.66
40309,43.54
40310,40.85
40311,41.73
40312,42.5
40313,42.64
40314,42.56
40315,47.17
40316,42.74
40317,42.09
40318,38.62
40319,37.5
40320,32.63
40321,16.36
40322,13.35
40323,21.4
40324,34.54
40325,31.97
40326,15.33
40327,34.51
40328,35.42
40329,35.93
40330,36.79
40331,39.98
40332,43.35
40333,43.58
40334,40.63
40335,41.83
40336,41.82
40337,41.73
40338,41.37
40339,46.75
40340,39.88
40341,37.98
40342,33.72
40343,11.77
40344,13.06
40345,15.39
40346,40.78
40347,40.81
40348,20.0
40349,25.2
40350,37.45
40351,37.54
40352,37.46
40353,40.21
40354,42.9
40355,47.29
40356,41.28
40357,44.93
40358,54.86
40359,114.58
40360,63.56
40361,51.68
40362,41.35
40363,45.45
40364,42.81
40365,41.78
40366,38.84
40367,37.69
40368,41.11
40369,33.22
40370,37.11
40371,25.67
40372,17.24
40373,14.37
40374,25.75
40375,33.96
40376,36.08
40377,38.67
40378,42.17
40379,37.91
40380,33.5
40381,35.71
40382,37.44
40383,41.81
40384,43.52
40385,44.86
40386,58.75
40387,45.11
40388,53.34
40389,43.89
40390,40.27
40391,36.46
40392,35.36
40393,9.44
40394,13.66
40395,22.43
40396,33.23
40397,24.43
40398,34.09
40399,38.31
40400,38.58
40401,42.4
40402,64.19
40403,55.83
40404,50.74
40405,43.22
40406,41.92
40407,45.37
40408,51.07
40409,41.46
40410,40.89
40411,47.5
40412,43.09
40413,38.4
40414,26.28
40415,19.06
40416,8.93
40417,12.88
40418,22.66
40419,23.44
40420,28.44
40421,26.36
40422,29.75
40423,29.71
40424,27.49
40425,37.62
40426,42.32
40427,42.7
40428,43.75
40429,43.89
40430,42.42
40431,42.53
40432,51.15
40433,50.04
40434,50.25
40435,45.56
40436,41.71
40437,33.92
40438,32.05
40439,27.26
40440,28.51
40441,31.8
40442,30.66
40443,32.8
40444,32.48
40445,30.97
40446,38.56
40447,40.6
40448,50.1
40449,71.95
40450,59.64
40451,59.68
40452,48.31
40453,59.2
40454,45.0
40455,42.74
40456,60.2
40457,66.2
40458,55.19
40459,42.22
40460,42.82
40461,38.65
40462,41.1
40463,36.12
40464,32.35
40465,26.21
40466,26.79
40467,18.55
40468,14.38
40469,14.37
40470,9.76
40471,22.75
40472,34.57
40473,30.11
40474,32.69
40475,17.71
40476,34.49
40477,30.23
40478,35.01
40479,36.28
40480,36.28
40481,38.38
40482,38.39
40483,38.38
40484,35.1
40485,35.83
40486,20.77
40487,14.73
40488,19.71
40489,14.37
40490,14.38
40491,14.37
40492,12.2
40493,8.86
40494,14.37
40495,24.45
40496,25.55
40497,33.68
40498,31.33
40499,28.69
40500,15.68
40501,15.67
40502,20.45
40503,35.24
40504,37.87
40505,39.01
40506,36.45
40507,40.25
40508,36.3
40509,35.59
40510,35.58
40511,19.22
40512,17.51
40513,30.91
40514,35.1
40515,17.5
40516,16.06
40517,17.36
40518,7.69
40519,32.16
40520,34.94
40521,34.29
40522,35.12
40523,38.51
40524,40.13
40525,40.42
40526,39.91
40527,39.43
40528,39.37
40529,39.54
40530,39.44
40531,40.73
40532,41.26
40533,40.8
40534,39.54
40535,35.88
40536,40.4
40537,40.02
40538,29.98
40539,30.53
40540,36.29
40541,35.31
40542,37.42
40543,38.81
40544,39.24
40545,39.45
40546,42.09
40547,47.69
40548,83.9
40549,55.76
40550,52.2
40551,65.61
40552,55.31
40553,64.7
40554,45.4
40555,52.01
40556,47.73
40557,42.63
40558,42.11
40559,36.84
40560,36.4
40561,35.96
40562,34.37
40563,34.07
40564,31.29
40565,34.71
40566,33.07
40567,36.8
40568,39.94
40569,40.09
40570,40.25
40571,41.53
40572,41.83
40573,90.32
40574,58.86
40575,72.44
40576,39.67
40577,40.4
40578,40.15
40579,62.75
40580,50.75
40581,39.56
40582,38.25
40583,40.36
40584,37.95
40585,34.81
40586,34.82
40587,25.69
40588,29.59
40589,34.84
40590,35.19
40591,37.86
40592,44.51
40593,46.36
40594,69.04
40595,111.27
40596,50.08
40597,57.08
40598,57.66
40599,66.03
40600,56.48
40601,57.18
40602,86.14
40603,111.64
40604,90.58
40605,43.5
40606,38.31
40607,35.98
40608,36.89
40609,33.82
40610,34.74
40611,34.37
40612,31.04
40613,30.06
40614,32.63
40615,37.67
40616,39.38
40617,41.21
40618,42.12
40619,82.33
40620,79.38
40621,90.15
40622,42.0
40623,41.29
40624,41.63
40625,40.49
40626,51.92
40627,113.38
40628,101.69
40629,57.54
40630,40.18
40631,37.72
40632,34.52
40633,30.8
40634,26.76
40635,26.26
40636,22.8
40637,21.75
40638,27.24
40639,37.01
40640,36.81
40641,53.29
40642,80.86
40643,115.25
40644,108.68
40645,44.76
40646,42.98
40647,44.81
40648,62.69
40649,44.06
40650,43.01
40651,42.35
40652,41.29
40653,40.99
40654,37.59
40655,32.48
40656,36.63
40657,32.78
40658,18.53
40659,14.37
40660,21.3
40661,29.58
40662,24.75
40663,31.42
40664,31.41
40665,36.3
40666,43.4
40667,43.39
40668,50.47
40669,51.53
40670,41.94
40671,42.2
40672,43.55
40673,42.97
40674,42.15
40675,45.37
40676,42.23
40677,41.09
40678,33.3
40679,31.72
40680,31.26
40681,31.63
40682,29.34
40683,28.99
40684,30.27
40685,33.91
40686,33.7
40687,36.4
40688,42.4
40689,52.7
40690,56.64
40691,76.18
40692,43.89
40693,44.24
40694,41.68
40695,41.57
40696,46.74
40697,43.62
40698,42.76
40699,45.08
40700,43.75
40701,34.45
40702,30.04
40703,29.66
40704,30.61
40705,26.68
40706,28.8
40707,22.65
40708,16.22
40709,35.34
40710,31.59
40711,33.2
40712,42.52
40713,60.16
40714,60.7
40715,83.01
40716,46.71
40717,112.89
40718,152.08
40719,156.9
40720,154.2
40721,152.74
40722,152.74
40723,152.74
40724,116.18
40725,55.22
40726,57.17
40727,32.04
40728,32.37
40729,30.67
40730,28.62
40731,30.31
40732,36.36
40733,35.31
40734,33.03
40735,37.48
40736,45.09
40737,60.5
40738,44.71
40739,45.53
40740,96.62
40741,138.75
40742,151.98
40743,150.04
40744,67.11
40745,45.86
40746,76.11
40747,88.64
40748,43.23
40749,39.22
40750,36.41
40751,35.28
40752,32.31
40753,36.63
40754,36.58
40755,36.62
40756,31.37
40757,32.64
40758,38.21
40759,44.13
40760,93.08
40761,120.57
40762,160.03
40763,143.23
40764,140.92
40765,155.03
40766,136.36
40767,70.3
40768,78.17
40769,75.37
40770,46.01
40771,45.39
40772,59.9
40773,51.31
40774,38.36
40775,38.13
40776,28.79
40777,26.25
40778,22.36
40779,21.03
40780,20.08
40781,26.56
40782,37.2
40783,36.31
40784,36.61
40785,39.82
40786,42.72
40787,42.74
40788,48.04
40789,42.96
40790,50.98
40791,87.58
40792,48.71
40793,42.46
40794,42.48
40795,43.54
40796,39.63
40797,35.82
40798,38.28
40799,34.61
40800,34.24
40801,36.57
40802,40.1
40803,21.61
40804,28.62
40805,28.19
40806,15.19
40807,21.6
40808,40.49
40809,45.51
40810,69.06
40811,92.17
40812,73.69
40813,94.58
40814,114.3
40815,137.44
40816,70.8
40817,64.61
40818,55.9
40819,53.9
40820,43.03
40821,44.6
40822,41.22
40823,40.11
40824,35.5
40825,26.35
40826,31.19
40827,35.47
40828,25.24
40829,14.38
40830,12.73
40831,24.64
40832,39.81
40833,55.87
40834,103.11
40835,54.17
40836,45.01
40837,45.05
40838,44.95
40839,45.2
40840,58.13
40841,52.32
40842,77.06
40843,75.13
40844,40.75
40845,40.39
40846,34.76
40847,29.67
40848,31.55
40849,35.92
40850,39.21
40851,38.74
40852,33.8
40853,39.33
40854,38.62
40855,41.88
40856,49.0
40857,45.45
40858,45.58
40859,49.95
40860,61.14
40861,92.97
40862,63.61
40863,48.77
40864,73.76
40865,44.02
40866,41.33
40867,40.66
40868,44.7
40869,43.1
40870,36.92
40871,37.54
40872,25.91
40873,21.22
40874,14.9
40875,14.93
40876,14.32
40877,15.46
40878,31.94
40879,33.84
40880,36.88
40881,40.79
40882,40.67
40883,37.95
40884,43.94
40885,45.32
40886,43.74
40887,37.96
40888,43.7
40889,39.69
40890,34.1
40891,38.21
40892,34.09
40893,34.74
40894,33.05
40895,27.44
40896,17.12
40897,17.12
40898,14.38
40899,14.35
40900,0.0
40901,13.67
40902,28.27
40903,45.17
40904,44.4
40905,38.85
40906,38.78
40907,33.42
40908,38.89
40909,38.88
40910,38.86
40911,38.27
40912,38.77
40913,38.47
40914,38.95
40915,39.77
40916,38.5
40917,28.82
40918,12.43
40919,6.48
40920,11.96
40921,17.61
40922,18.16
40923,22.56
40924,19.89
40925,22.69
40926,25.58
40927,39.1
40928,41.97
40929,41.22
40930,40.93
40931,40.74
40932,40.68
40933,40.7
40934,38.02
40935,38.43
40936,40.6
40937,35.82
40938,36.74
40939,41.27
40940,40.34
40941,40.53
40942,60.75
40943,43.87
40944,33.32
40945,34.86
40946,31.74
40947,42.22
40948,11.36
40949,21.43
40950,19.74
40951,31.74
40952,38.77
40953,39.33
40954,40.95
40955,43.33
40956,44.61
40957,43.27
40958,41.32
40959,42.06
40960,42.98
40961,43.67
40962,42.2
40963,43.58
40964,44.53
40965,42.49
40966,40.36
40967,37.38
40968,32.85
40969,35.19
40970,36.36
40971,34.0
40972,33.51
40973,29.69
40974,16.29
40975,19.4
40976,17.32
40977,29.46
